sgrna	X1	X2
SOCS1_CCDS10546.1_ex0_16:11348977-11349000:-_5-2	1.439433e+00	2.627128e+00
C10orf128_CCDS41519.1_ex3_10:50375031-50375054:-_5-4	7.766691e-01	1.066904e+00
TPD52L1_CCDS34527.1_ex2_6:125550366-125550389:+_10-5	8.910427e-01	1.136853e+00
IVNS1ABP_CCDS1368.1_ex7_1:185274745-185274768:+_5-3	1.652576e+00	3.246566e+00
FREM2_CCDS31960.1_ex0_13:39261692-39261715:-_5-1	1.111072e+00	1.466673e+00
SEC11A_CCDS45340.1_ex2_15:85223988-85224011:-_7-1	2.608993e+00	7.271165e+00
WFDC10B_CCDS13365.1_ex1_20:44333144-44333167:+_7-1	2.853299e+00	8.704199e+00
NFKB1_CCDS3657.1_ex10_4:103514625-103514648:+_5-4	9.822915e-01	1.198657e+00
NFKB1_CCDS3657.1_ex5_4:103498108-103498131:+_5-3	7.647943e-01	1.203588e+00
LACTB2_CCDS6208.1_ex3_8:71556422-71556445:-_5-1	6.921627e-01	7.693946e-01
FAM163B_CCDS35171.1_ex0_9:136444291-136444314:-_5-1	1.091913e+00	1.533933e+00
FAM163B_CCDS35171.1_ex0_9:136444483-136444506:+_5-4	2.031000e+00	4.618472e+00
SMOX_CCDS13075.1_ex0_20:4155818-4155841:+_5-1	1.168988e-01	1.244502e-01
PRSS58_CCDS5871.1_ex1_7:141952358-141952381:+_5-1	-2.830188e-01	5.535497e-01
BTBD18_CCDS44603.1_ex0_11:57513227-57513250:+_5-2	1.866438e+00	3.695537e+00
STRBP_CCDS55337.1_ex10_9:125921427-125921450:-_5-2	7.090642e-02	2.209414e-01
STRBP_CCDS55337.1_ex12_9:125923306-125923329:-_5-4	-7.462515e-01	8.850438e-01
SAR1A_CCDS7298.1_ex1_10:71913677-71913700:+_5-2	1.007857e+00	1.198276e+00
PDE1B_CCDS53800.1_ex6_12:54966981-54967004:-_5-5	1.738573e+00	3.504463e+00
FAM135B_CCDS6375.2_ex7_8:139164694-139164717:-_5-1	7.770830e-01	7.177624e-01
FAM135B_CCDS6375.2_ex8_8:139180189-139180212:-_5-2	1.123661e+00	1.463041e+00
MAP3K3_CCDS32701.1_ex3_17:61723404-61723427:+_5-1	1.885766e+00	3.890126e+00
ST6GAL2_CCDS2073.1_ex4_2:107459796-107459819:+_5-2	2.286310e-01	3.084496e-01
C2orf69_CCDS46482.1_ex0_2:200776348-200776371:-_5-4	1.241956e+00	2.005689e+00
NLRC5_CCDS10773.1_ex10_16:57068103-57068126:-_5-5	9.802448e-01	1.281238e+00
NLRC5_CCDS10773.1_ex3_16:57059433-57059456:+_5-3	1.458262e+00	2.482417e+00
MTMR11_CCDS53360.1_ex9_1:149905808-149905831:+_5-2	1.428936e+00	2.475257e+00
CNKSR1_CCDS276.1_ex13_1:26511523-26511546:-_5-4	9.441952e-01	1.078826e+00
OTUD7B_CCDS41389.1_ex3_1:149921588-149921611:+_5-1	1.295246e+00	1.938866e+00
DMWD_CCDS33054.1_ex4_19:46295572-46295595:-_5-5	1.849336e+00	3.700491e+00
LAMA4_CCDS34514.1_ex20_6:112466081-112466104:+_7-1	1.506222e+00	2.656560e+00
TNFRSF19_CCDS55893.1_ex1_13:24233347-24233370:-_5-2	1.164231e+00	1.771138e+00
TNFRSF19_CCDS55893.1_ex3_13:24242171-24242194:-_5-4	1.362574e+00	2.015882e+00
PPP1R32_CCDS53641.1_ex4_11:61252812-61252835:-_5-4	1.816853e+00	3.651825e+00
PPP1R32_CCDS53641.1_ex5_11:61253284-61253307:+_5-5	7.761405e-01	1.028964e+00
PHGDH_CCDS904.1_ex2_1:120265987-120266010:+_5-2	1.131795e+00	1.663939e+00
PHGDH_CCDS904.1_ex6_1:120277933-120277956:+_5-4	2.504301e+00	6.514862e+00
LZTR1_CCDS33606.1_ex0_22:21336834-21336857:-_5-1	4.658609e-01	4.086481e-01
TATDN2_CCDS33698.1_ex1_3:10302264-10302287:-_5-4	-1.182103e+00	1.766379e+00
ESR2_CCDS32096.1_ex6_14:64746805-64746828:+_5-4	1.448537e+00	2.364844e+00
SMLR1_CCDS59036.1_ex0_6:131148686-131148709:+_5-3	-1.090583e+00	1.574887e+00
SMLR1_CCDS59036.1_ex0_6:131148756-131148779:-_5-5	1.059285e+00	1.424342e+00
SOBP_CCDS43488.1_ex5_6:107955331-107955354:-_5-5	1.202460e+00	1.794885e+00
RASL11A_CCDS9321.1_ex3_13:27847177-27847200:-_5-3	5.182346e-01	7.150272e-01
NRARP_CCDS35188.1_ex0_9:140196190-140196213:+_5-2	1.806571e+00	3.575010e+00
ASB17_CCDS671.1_ex2_1:76397696-76397719:+_5-2	8.864932e-01	1.127847e+00
XIRP1_CCDS2683.1_ex0_3:39229329-39229352:-_5-1	1.899422e+00	3.883201e+00
XIRP1_CCDS2683.1_ex0_3:39230158-39230181:-_5-4	9.648568e-01	1.311562e+00
HSPB9_CCDS11418.1_ex0_17:40275020-40275043:+_5-3	1.280659e-02	3.330048e-01
ELF3_CCDS1419.1_ex0_1:201980404-201980427:-_5-1	8.904651e-01	1.037582e+00
ELF3_CCDS1419.1_ex1_1:201981112-201981135:+_5-2	-6.352777e-02	2.712558e-01
CPT1C_CCDS12779.1_ex4_19:50204871-50204894:-_5-3	2.037369e+00	4.348876e+00
SIDT2_CCDS31682.1_ex12_11:117059437-117059460:-_5-5	1.896304e+00	4.140214e+00
OLIG1_CCDS42920.2_ex0_21:34442954-34442977:+_5-4	1.677012e+00	2.926362e+00
SLC25A46_CCDS4100.1_ex4_5:110083902-110083925:+_5-3	2.012567e+00	4.366774e+00
MRC2_CCDS11634.1_ex1_17:60742032-60742055:+_5-1	-1.914818e-01	4.270625e-01
RHOH_CCDS3458.1_ex0_4:40245354-40245377:+_5-4	1.445621e+00	2.363409e+00
GATA2_CCDS3049.1_ex3_3:128205188-128205211:+_5-5	1.194840e+00	1.573432e+00
C9orf16_CCDS6893.1_ex1_9:130925809-130925832:-_5-5	-1.194257e+00	1.917899e+00
PRDX6_CCDS1307.1_ex1_1:173450481-173450504:-_5-1	-2.880621e-01	4.312705e-01
PRDX6_CCDS1307.1_ex1_1:173450538-173450561:+_5-3	1.724398e+00	3.228486e+00
LEPROTL1_CCDS47834.1_ex2_8:29961975-29961998:-_6-5	1.413184e+00	2.455934e+00
CRP_CCDS30911.1_ex0_1:159683840-159683863:+_5-5	1.211043e+00	1.782566e+00
SGSH_CCDS11770.1_ex3_17:78188003-78188026:-_5-3	-7.722752e-01	1.027474e+00
UNCX_CCDS34583.1_ex0_7:1272739-1272762:+_5-1	8.548253e-01	8.032076e-01
CNNM2_CCDS44474.1_ex0_10:104678853-104678876:+_5-4	7.435465e-01	8.231008e-01
DGAT2L6_CCDS14397.1_ex1_X:69419189-69419212:-_5-1	1.912504e+00	3.950408e+00
DGAT2L6_CCDS14397.1_ex3_X:69420278-69420301:-_5-4	5.028143e-01	5.835492e-01
TMPRSS11B_CCDS3521.1_ex7_4:69101867-69101890:-_5-5	1.444618e+00	2.478284e+00
C14orf166B_CCDS9853.2_ex5_14:77310802-77310825:-_5-4	1.705014e+00	3.170421e+00
LIX1_CCDS4088.1_ex3_5:96443117-96443140:-_5-2	8.690795e-01	9.382501e-01
LIX1_CCDS4088.1_ex4_5:96460192-96460215:-_5-5	7.451918e-01	7.451095e-01
TEAD4_CCDS31729.1_ex4_12:3127748-3127771:-_5-1	1.603505e+00	2.766741e+00
TEAD4_CCDS31729.1_ex7_12:3131126-3131149:+_5-5	1.238035e+00	1.669424e+00
UGT2B17_CCDS3523.1_ex4_4:69431278-69431301:+_4-1	8.080523e-01	1.079100e+00
C1orf61_CCDS1142.1_ex2_1:156377712-156377735:+_5-3	3.324009e-01	4.616943e-01
CPN2_CCDS33920.1_ex0_3:194063151-194063174:+_5-2	7.417316e-01	8.730145e-01
MDFI_CCDS4857.1_ex2_6:41617473-41617496:-_5-5	9.428753e-01	1.029341e+00
ADD1_CCDS3363.1_ex4_4:2896410-2896433:-_5-2	8.300850e-01	9.242639e-01
NLRP5_CCDS12938.1_ex6_19:56538375-56538398:+_5-1	4.241067e-01	3.562910e-01
FBXW7_CCDS34078.1_ex7_4:153258972-153258995:+_11-4	1.112735e+00	1.342960e+00
FBXW7_CCDS3777.1_ex10_4:153332840-153332863:-_11-11	8.602820e-01	8.159017e-01
TNPO2_CCDS45991.1_ex19_19:12826457-12826480:+_5-5	-1.472395e+00	2.657717e+00
ENTPD2_CCDS7025.1_ex4_9:139945544-139945567:+_5-1	7.186466e-01	8.107631e-01
ENTPD2_CCDS7025.1_ex7_9:139946743-139946766:-_5-5	6.627331e-01	1.118709e+00
C17orf72_CCDS54157.1_ex2_17:62076313-62076336:+_10-3	2.090334e-01	1.640964e-01
CYP27C1_CCDS33285.1_ex4_2:127956942-127956965:+_5-1	4.715796e-01	4.195721e-01
COMMD9_CCDS44571.1_ex2_11:36298647-36298670:-_5-2	1.119947e+00	1.598640e+00
ZAR1_CCDS3483.1_ex0_4:48492640-48492663:-_5-2	-6.814241e-01	6.672372e-01
STOX1_CCDS41535.1_ex0_10:70587574-70587597:+_12-4	-1.409078e+00	2.840339e+00
STOX1_CCDS41535.1_ex0_10:70587618-70587641:+_12-5	1.817141e+00	3.616227e+00
PCK2_CCDS41928.1_ex1_14:24566324-24566347:+_5-2	1.785673e+00	3.876346e+00
MSMP_CCDS43797.1_ex0_9:35753227-35753250:-_5-1	6.889032e-01	8.545990e-01
FSBP_CCDS59106.1_ex1_8:95448894-95448917:+_5-4	1.522852e+00	2.511536e+00
STK36_CCDS2421.1_ex3_2:219540146-219540169:+_5-1	1.115553e+00	1.407503e+00
STK36_CCDS2421.1_ex6_2:219544384-219544407:-_5-4	5.066743e-01	5.155663e-01
PKNOX1_CCDS13692.1_ex5_21:44438259-44438282:-_5-3	8.297407e-01	1.092784e+00
PKNOX1_CCDS13692.1_ex5_21:44438292-44438315:+_5-4	1.636151e+00	2.969838e+00
NANS_CCDS6733.1_ex1_9:100823154-100823177:+_5-2	1.494618e-01	1.644821e-01
SLC7A6_CCDS32470.1_ex1_16:68321717-68321740:-_5-4	1.327388e+00	1.987626e+00
C20orf173_CCDS46594.1_ex2_20:34116628-34116651:+_5-1	7.567204e-01	8.905166e-01
PRR12_CCDS46143.1_ex3_19:50099638-50099661:-_5-3	7.121839e-01	6.074235e-01
PRR12_CCDS46143.1_ex3_19:50100466-50100489:+_5-5	1.232750e+00	1.605976e+00
STMN2_CCDS43748.1_ex2_8:80553626-80553649:+_5-2	5.099532e-01	4.294503e-01
EVI5_CCDS30774.1_ex16_1:93202076-93202099:+_5-4	1.543267e+00	2.633173e+00
NKAPL_CCDS34353.1_ex0_6:28227305-28227328:-_5-1	1.310444e+00	2.089583e+00
VPREB1_CCDS13798.1_ex1_22:22599437-22599460:+_5-2	8.510917e-01	1.131406e+00
VPREB1_CCDS13798.1_ex1_22:22599456-22599479:+_5-3	1.031692e+00	1.364885e+00
ARHGEF16_CCDS46.2_ex0_1:3379769-3379792:-_5-1	-2.531495e-01	1.613361e-01
FAM172A_CCDS4069.1_ex7_5:93386508-93386531:-_5-5	3.725988e-01	3.827092e-01
TMEM45B_CCDS8482.1_ex2_11:129725687-129725710:+_5-5	5.255839e-01	7.254742e-01
SETD4_CCDS13640.1_ex5_21:37418201-37418224:+_5-2	4.858292e-01	9.928751e-01
SETD4_CCDS13640.1_ex5_21:37418217-37418240:+_5-3	1.163577e+00	2.098006e+00
DSP_CCDS4501.1_ex0_6:7542262-7542285:+_5-1	1.146042e+00	1.456148e+00
ATF6_CCDS1235.1_ex5_1:161762095-161762118:+_5-2	5.616296e-01	8.782392e-01
ATF6_CCDS1235.1_ex6_1:161771827-161771850:+_5-3	2.839937e+00	8.650908e+00
ARSB_CCDS4043.1_ex6_5:78264831-78264854:+_5-2	8.813222e-01	9.742670e-01
VMO1_CCDS11055.1_ex2_17:4689449-4689472:+_10-4	1.566514e+00	2.918581e+00
HIVEP1_CCDS43426.1_ex2_6:12121096-12121119:-_5-2	1.403134e+00	2.236469e+00
ST13_CCDS14006.1_ex10_22:41246878-41246901:-_5-5	9.382659e-01	1.548145e+00
NOVA1_CCDS32060.1_ex2_14:27064710-27064733:-_5-3	2.864632e-02	3.599808e-01
SDCCAG3_CCDS43903.1_ex6_9:139302294-139302317:+_5-5	2.464146e+00	6.463261e+00
DKK1_CCDS7246.1_ex0_10:54074397-54074420:-_5-2	1.751249e+00	3.376384e+00
DKK1_CCDS7246.1_ex1_10:54074684-54074707:+_5-3	6.864148e-01	7.728133e-01
DKK1_CCDS7246.1_ex1_10:54074728-54074751:+_5-4	9.860685e-01	1.307662e+00
STX7_CCDS5153.1_ex3_6:132791112-132791135:+_5-1	2.653028e+00	7.722422e+00
DNAAF1_CCDS10943.2_ex4_16:84189290-84189313:-_5-2	4.179559e+00	1.789493e+01
MARCH7_CCDS2210.1_ex3_2:160605041-160605064:-_5-5	1.406754e+00	2.440295e+00
HFM1_CCDS30769.2_ex23_1:91818179-91818202:+_5-3	4.810611e-01	8.966953e-01
ANXA7_CCDS7325.1_ex9_10:75157004-75157027:+_5-3	1.074314e+00	1.306184e+00
AARD_CCDS34935.1_ex0_8:117950700-117950723:+_5-5	1.632225e+00	2.846930e+00
RHOU_CCDS1575.1_ex1_1:228873470-228873493:-_5-3	4.576913e-01	3.406066e-01
PRTN3_CCDS32860.1_ex1_19:843526-843549:-_5-1	-3.606897e-01	4.318742e-01
PRTN3_CCDS32860.1_ex2_19:843979-844002:+_5-3	1.904956e+00	3.969000e+00
CLDN20_CCDS5249.1_ex0_6:155597100-155597123:-_5-2	2.494090e+00	6.490956e+00
IBTK_CCDS34490.1_ex19_6:82927790-82927813:-_5-1	8.676383e-01	1.117837e+00
IBTK_CCDS34490.1_ex23_6:82935193-82935216:+_5-4	1.330766e-01	8.190091e-01
PNRC1_CCDS5018.1_ex0_6:89790881-89790904:+_5-3	2.427025e+00	6.208258e+00
DYRK3_CCDS30999.1_ex2_1:206821277-206821300:+_5-4	2.780805e+00	8.089464e+00
DYRK3_CCDS30999.1_ex2_1:206821577-206821600:-_5-5	1.835272e+00	3.669377e+00
LRRC10_CCDS31856.1_ex0_12:70004341-70004364:-_5-3	-8.124380e-01	1.258273e+00
FGF2_CCDS34059.1_ex0_4:123748418-123748441:+_5-5	1.916132e+00	3.969349e+00
SEPP1_CCDS43311.1_ex2_5:42807135-42807158:-_5-2	6.549604e-01	9.437851e-01
SEPP1_CCDS43311.1_ex3_5:42808312-42808335:+_5-4	1.166419e+00	1.640609e+00
STARD5_CCDS10318.1_ex3_15:81614792-81614815:-_5-3	9.401569e-01	1.265506e+00
STARD5_CCDS10318.1_ex3_15:81614843-81614866:-_5-4	2.115062e-01	8.547425e-01
ENDOD1_CCDS41699.1_ex1_11:94861773-94861796:-_5-4	9.973720e-01	1.160442e+00
BAALC_CCDS47906.1_ex0_8:104153202-104153225:+_7-1	1.596480e+00	2.747233e+00
CCDC114_CCDS12714.2_ex9_19:48814820-48814843:+_5-1	3.223028e+00	1.079650e+01
BBS1_CCDS8142.1_ex3_11:66281912-66281935:+_5-2	1.732813e+00	3.334405e+00
GLG1_CCDS32485.1_ex19_16:74524970-74524993:-_5-2	1.175544e+00	1.843426e+00
GLG1_CCDS32485.1_ex20_16:74527021-74527044:+_5-5	1.520795e+00	2.493788e+00
RHOV_CCDS10068.1_ex0_15:41165629-41165652:-_5-1	3.032086e+00	9.588371e+00
RHOV_CCDS10068.1_ex0_15:41165653-41165676:+_5-2	5.434273e-01	8.689197e-01
RHOV_CCDS10068.1_ex2_15:41166115-41166138:+_5-4	8.468893e-01	1.491916e+00
KIAA1407_CCDS2977.1_ex9_3:113737688-113737711:-_5-4	1.096258e+00	1.477891e+00
ADAM23_CCDS2369.1_ex1_2:207310026-207310049:-_5-1	6.852579e-01	7.135856e-01
ADAM23_CCDS2369.1_ex5_2:207407996-207408019:-_5-4	1.343423e+00	2.114131e+00
ANGPT1_CCDS56551.1_ex8_8:108509550-108509573:+_5-3	1.953761e+00	4.120828e+00
HMGCL_CCDS243.1_ex5_1:24143175-24143198:+_5-3	1.446536e+00	2.267476e+00
HMGCL_CCDS243.1_ex7_1:24147015-24147038:-_5-5	1.130948e+00	1.536993e+00
CDON_CCDS58192.1_ex14_11:125887060-125887083:-_5-4	1.066955e+00	1.312558e+00
EPGN_CCDS59475.1_ex1_4:75174864-75174887:-_7-1	1.763829e-01	1.649283e-01
MYO18A_CCDS45641.1_ex39_17:27493190-27493213:+_5-2	1.879026e+00	3.910277e+00
MYO18A_CCDS45641.1_ex39_17:27493235-27493258:+_5-3	1.306616e+00	1.993585e+00
GYPA_CCDS34069.1_ex4_4:145040884-145040907:+_4-3	8.922469e-01	9.959143e-01
GYPA_CCDS34069.1_ex4_4:145040920-145040943:-_4-4	1.091139e+00	1.537061e+00
CNPY3_CCDS4875.1_ex2_6:42903331-42903354:+_5-3	1.074825e+00	1.538895e+00
BCMO1_CCDS10934.1_ex3_16:81295767-81295790:-_5-2	1.542622e+00	2.822421e+00
TMEM223_CCDS44628.1_ex0_11:62558330-62558353:-_5-1	2.503889e+00	6.521023e+00
TMEM223_CCDS44628.1_ex1_11:62559212-62559235:-_5-4	9.868649e-02	5.265231e-01
DDR2_CCDS1241.1_ex2_1:162724623-162724646:+_5-1	5.566724e-01	7.070836e-01
DDR2_CCDS1241.1_ex5_1:162729657-162729680:-_5-3	6.199586e-01	7.032835e-01
CSN3_CCDS3538.1_ex2_4:71114939-71114962:-_5-5	6.028605e-01	5.829111e-01
FYN_CCDS5094.1_ex10_6:112041015-112041038:-_5-3	5.339848e-01	4.601084e-01
RNF19B_CCDS372.2_ex7_1:33415211-33415234:+_5-1	1.108483e+00	1.407021e+00
POU4F2_CCDS34074.1_ex1_4:147561209-147561232:+_5-4	2.021294e+00	4.290712e+00
MYO3A_CCDS7148.1_ex3_10:26286144-26286167:+_5-1	3.904355e-01	4.377201e-01
CASP5_CCDS44718.1_ex2_11:104869700-104869723:+_7-1	-7.614934e-02	3.472129e-01
CASP5_CCDS44718.1_ex4_11:104872792-104872815:-_7-3	2.806545e+00	8.200995e+00
CASP5_CCDS44718.1_ex4_11:104872808-104872831:-_7-4	1.003618e+00	1.384363e+00
CASP5_CCDS44718.1_ex5_11:104874092-104874115:-_7-6	1.918125e+00	3.919344e+00
CTIF_CCDS11935.1_ex6_18:46284532-46284555:+_5-5	1.036347e+00	1.523959e+00
ZSCAN10_CCDS10493.1_ex0_16:3139966-3139989:+_5-3	1.421925e+00	2.341210e+00
C3orf18_CCDS2829.1_ex2_3:50599163-50599186:-_5-2	2.951720e+00	9.199154e+00
GALT_CCDS59122.1_ex3_9:34648362-34648385:-_5-3	1.127509e+00	1.471130e+00
GALT_CCDS59122.1_ex3_9:34648412-34648435:-_5-4	9.885944e-01	1.210631e+00
FAT4_CCDS3732.3_ex0_4:126238516-126238539:+_5-3	-4.178342e-01	5.614890e-01
ZNF726_CCDS59372.1_ex3_19:24115806-24115829:-_5-4	4.549023e-01	6.343278e-01
ZNF726_CCDS59372.1_ex3_19:24115970-24115993:-_5-5	1.440193e+00	2.348066e+00
ALOX12_CCDS11084.1_ex6_17:6903741-6903764:-_5-5	1.253346e+00	1.968980e+00
UACA_CCDS10235.1_ex11_15:70976689-70976712:-_5-4	8.215577e-01	9.179380e-01
UACA_CCDS10235.1_ex11_15:70976757-70976780:+_5-5	1.143876e-01	4.667537e-01
RAMP2_CCDS11437.1_ex2_17:40914430-40914453:+_5-2	9.948545e-01	1.457635e+00
RAMP2_CCDS11437.1_ex2_17:40914464-40914487:+_5-4	1.215190e+00	1.831677e+00
CALY_CCDS7678.1_ex1_10:135140469-135140492:+_5-5	7.896826e-01	8.327893e-01
SLC17A4_CCDS4564.1_ex4_6:25771196-25771219:-_5-5	4.480040e-01	5.051859e-01
WIPF2_CCDS11364.1_ex3_17:38420816-38420839:-_5-3	8.902402e-01	8.772588e-01
SLC15A2_CCDS3007.1_ex8_3:121641631-121641654:-_5-4	2.367185e-02	3.970079e-01
QPCTL_CCDS12672.1_ex1_19:46196779-46196802:-_5-5	2.181071e+00	4.969146e+00
PHYHIP_CCDS43723.1_ex2_8:22084412-22084435:-_5-3	1.108937e+00	1.369827e+00
SOS2_CCDS9697.1_ex13_14:50626639-50626662:+_5-2	1.859837e+00	3.795830e+00
SOS2_CCDS9697.1_ex15_14:50641209-50641232:+_5-4	2.032782e+00	4.451871e+00
PCDH12_CCDS4269.1_ex3_5:141335991-141336014:+_5-2	1.485345e+00	2.410924e+00
NEMF_CCDS9694.1_ex30_14:50318279-50318302:-_5-5	1.785240e+00	3.426293e+00
FXYD3_CCDS12442.1_ex3_19:35613685-35613708:+_13-9	8.067321e-01	8.183210e-01
PRDM5_CCDS3716.1_ex12_4:121742324-121742347:-_5-4	2.351871e-01	6.128986e-01
CSTF2T_CCDS7245.1_ex0_10:53458620-53458643:+_5-1	1.383916e+00	2.016447e+00
FAM178B_CCDS33252.1_ex2_2:97544141-97544164:+_10-3	5.447081e-01	7.680597e-01
FAM178B_CCDS46366.2_ex14_2:97637839-97637862:+_10-9	1.960198e-01	7.435947e-01
S100A9_CCDS1036.1_ex0_1:153330857-153330880:+_5-2	-4.040827e-01	6.219736e-01
EPS8L3_CCDS813.1_ex12_1:110301211-110301234:-_5-3	2.485147e+00	6.486902e+00
EPS8L3_CCDS813.1_ex15_1:110302373-110302396:-_5-5	2.385416e-01	3.536049e-01
DUSP3_CCDS11469.1_ex1_17:41852148-41852171:-_5-2	1.661764e+00	3.000528e+00
PIWIL3_CCDS33623.1_ex12_22:25147356-25147379:-_5-1	4.775767e-01	8.406677e-01
PIWIL3_CCDS33623.1_ex18_22:25155922-25155945:+_5-5	1.240216e+00	1.734834e+00
TMEM11_CCDS11216.1_ex0_17:21102101-21102124:-_5-5	6.870591e-01	1.186751e+00
ALG5_CCDS45033.1_ex5_13:37563636-37563659:-_5-1	1.016841e+00	1.327498e+00
KHK_CCDS1734.1_ex3_2:27319644-27319667:-_5-3	9.186139e-01	1.185296e+00
KHK_CCDS1734.1_ex4_2:27320363-27320386:+_5-4	9.754829e-01	1.166858e+00
EPB41_CCDS330.1_ex4_1:29344891-29344914:+_5-5	1.891073e+00	3.830403e+00
MFAP3_CCDS4324.1_ex1_5:153432708-153432731:-_5-1	1.220322e+00	1.622134e+00
IL1F10_CCDS2112.1_ex2_2:113832309-113832332:+_5-2	1.574998e+00	2.665976e+00
IL1F10_CCDS2112.1_ex3_2:113832768-113832791:-_5-5	6.393855e-01	5.946707e-01
SLC38A1_CCDS41774.1_ex8_12:46599920-46599943:+_5-2	-3.725526e-01	1.986630e-01
GPC2_CCDS5689.1_ex4_7:99769752-99769775:-_5-1	1.338834e+00	2.098276e+00
NPPA_CCDS139.1_ex1_1:11907443-11907466:+_5-4	6.546809e-01	9.242952e-01
KRTAP13-3_CCDS13591.1_ex0_21:31798109-31798132:+_4-4	9.368952e-01	1.195368e+00
BIVM_CCDS53879.1_ex1_13:103474168-103474191:-_5-1	3.336091e-01	4.934940e-01
CAPRIN1_CCDS31453.1_ex3_11:34097985-34098008:+_5-5	8.169535e-01	8.854373e-01
PRH2_CCDS8636.1_ex2_12:11083326-11083349:+_5-4	9.084540e-01	9.446073e-01
TMEM212_CCDS46958.1_ex1_3:171569818-171569841:-_5-3	-5.685634e-01	9.851437e-01
FSCN2_CCDS45810.1_ex0_17:79496093-79496116:-_5-3	-2.133349e-01	4.797066e-01
GSX2_CCDS3494.1_ex0_4:54966693-54966716:-_5-2	-4.948705e-01	6.070929e-01
GSX2_CCDS3494.1_ex0_4:54966867-54966890:-_5-5	1.016310e+00	1.268384e+00
GHRHR_CCDS5432.1_ex1_7:31008542-31008565:-_5-1	1.077522e+00	1.447176e+00
MEF2C_CCDS47244.1_ex7_5:88100435-88100458:-_5-5	1.175641e+00	1.438100e+00
ANKRD9_CCDS9973.1_ex0_14:102974108-102974131:-_5-5	8.238714e-02	3.340444e-01
GATA3_CCDS31143.1_ex1_10:8100489-8100512:-_5-5	9.690358e-01	9.880155e-01
ABCG2_CCDS3628.1_ex9_4:89039397-89039420:-_5-1	1.444874e+00	2.485543e+00
AOX1_CCDS33360.1_ex7_2:201468805-201468828:-_5-3	1.634992e+00	2.896036e+00
PIWIL1_CCDS9268.1_ex3_12:130830948-130830971:-_5-2	7.287173e-01	8.582963e-01
PIWIL1_CCDS9268.1_ex9_12:130839480-130839503:-_5-5	1.144267e+00	1.901635e+00
TMEM200B_CCDS30658.1_ex0_1:29447892-29447915:-_5-1	1.504545e+00	2.558294e+00
NOX5_CCDS32276.2_ex2_15:69320683-69320706:+_5-2	6.864087e-01	9.635630e-01
DSEL_CCDS11995.1_ex0_18:65180941-65180964:+_5-3	1.145763e+00	1.585830e+00
CCDC54_CCDS2949.1_ex0_3:107096697-107096720:+_5-3	2.625230e+00	7.370590e+00
CCDC54_CCDS2949.1_ex0_3:107096730-107096753:+_5-4	-5.281548e-01	9.844592e-01
IDUA_CCDS3343.1_ex6_4:995864-995887:+_5-5	3.620347e-01	3.866450e-01
SPON2_CCDS3347.1_ex3_4:1165215-1165238:-_5-4	-4.501731e-01	8.597939e-01
LGI1_CCDS7431.1_ex6_10:95553080-95553103:-_5-5	1.578770e+00	2.859395e+00
MEX3B_CCDS10319.1_ex0_15:82336552-82336575:-_5-4	1.518664e+00	2.603236e+00
FAM186A_CCDS44878.1_ex4_12:50747560-50747583:+_5-1	9.456117e-01	1.329890e+00
LEPR_CCDS30740.1_ex3_1:66058510-66058533:-_5-1	6.511909e-01	7.891947e-01
HOXD8_CCDS2268.1_ex0_2:176995365-176995388:+_10-3	3.498496e-01	3.587135e-01
HOXD8_CCDS2268.1_ex1_2:176996134-176996157:-_10-7	2.774317e+00	8.017021e+00
BTG1_CCDS9043.1_ex0_12:92538168-92538191:+_5-4	1.038650e+00	1.239775e+00
TMEM65_CCDS6348.1_ex6_8:125384100-125384123:+_5-4	-1.263121e-01	7.339542e-01
ZNF557_CCDS42485.1_ex4_19:7081991-7082014:-_5-3	1.211524e-01	5.903053e-01
ZNF557_CCDS42485.1_ex5_19:7082959-7082982:-_5-4	1.026494e+00	1.247528e+00
SIRPD_CCDS13018.1_ex2_20:1532551-1532574:-_5-4	1.295822e+00	2.127618e+00
GJA5_CCDS929.1_ex0_1:147231015-147231038:-_5-2	1.206659e+00	1.957455e+00
ZNF550_CCDS35500.2_ex0_19:58058942-58058965:-_5-1	9.552162e-01	1.099778e+00
ZNF550_CCDS35500.2_ex0_19:58059245-58059268:-_5-4	1.297679e+00	1.881759e+00
CHL1_CCDS2556.1_ex4_3:383643-383666:+_5-4	1.249749e+00	1.788088e+00
DNAJC12_CCDS7271.1_ex2_10:69571402-69571425:+_8-5	7.045012e-01	8.058774e-01
C19orf66_CCDS45957.1_ex4_19:10200647-10200670:-_5-3	2.373090e+00	5.825509e+00
SLC8A1_CCDS1806.1_ex9_2:40656119-40656142:-_5-1	8.240133e-02	3.300944e-01
SLC8A1_CCDS1806.1_ex9_2:40656603-40656626:-_5-3	5.916671e-01	7.716958e-01
CBR4_CCDS3812.1_ex4_4:169931090-169931113:+_5-4	1.095269e+00	1.432133e+00
U2AF1L4_CCDS12473.1_ex3_19:36235222-36235245:-_5-3	1.646447e+00	2.817287e+00
RETSAT_CCDS1972.1_ex6_2:85576621-85576644:-_5-1	1.283743e+00	1.877729e+00
RETSAT_CCDS1972.1_ex7_2:85577148-85577171:+_5-2	8.243142e-01	8.494687e-01
KIF26B_CCDS44342.1_ex11_1:245848708-245848731:+_5-5	1.742750e+00	3.233942e+00
KIF26B_CCDS44342.1_ex2_1:245530629-245530652:-_5-3	7.141123e-01	7.400664e-01
